traveller_id,origin_city,traveller_type,adults,children,seniors,total_party_size,pace,total_budget,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,travel_month,nights,archetype,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,split
T000720,Indore,family,5,4,0,9,packed,142870,high,premium,no_restriction,vegetarian,balanced,March,3,food_traveller,79,84,55,55,53,22,64,94,54,52,13,74,train
T000721,Indore,family,5,1,0,6,balanced,37156,low,budget,no_restriction,non_vegetarian,lowest_cost,December,4,family_traveller,86,68,79,61,62,71,66,56,65,54,58,66,train
T000722,Kolkata,friends,7,0,0,7,balanced,86696,medium,premium,no_restriction,vegetarian,lowest_cost,March,3,food_traveller,94,96,63,64,54,20,65,87,65,64,31,66,train
T000723,Bengaluru,couple,2,0,0,2,easy_going,37434,low,luxury,no_restriction,no_preference,public_transport,December,3,beach_traveller,76,19,83,87,46,58,82,50,31,86,55,22,train
T000724,Bengaluru,solo,1,0,0,1,easy_going,36800,high,premium,no_restriction,no_preference,public_transport,November,2,beach_traveller,32,31,43,23,6,7,18,31,14,36,92,26,validation
T000725,Pune,family,4,2,0,6,packed,78032,high,budget,no_restriction,vegan,lowest_cost,November,3,adventure_traveller,58,52,81,18,81,1,58,39,33,43,22,18,validation
T000726,Bengaluru,seniors,1,0,4,5,balanced,165170,medium,premium,no_restriction,no_preference,balanced,October,9,senior_traveller,86,61,84,36,52,18,15,63,65,47,47,56,train
T000727,Nagpur,couple,2,0,0,2,balanced,49060,medium,luxury,no_restriction,no_preference,balanced,February,2,culture_traveller,46,89,60,67,53,23,17,74,82,82,51,77,train
T000728,Kochi,solo,1,0,0,1,easy_going,36071,medium,standard,no_restriction,no_preference,private_transport,November,8,adventure_traveller,52,43,88,85,58,79,32,14,47,83,64,24,train
T000729,Hyderabad,family,4,3,0,7,packed,131820,medium,luxury,no_restriction,vegetarian,fastest,November,3,food_traveller,86,89,62,63,48,43,42,84,40,55,12,58,train
T000730,Mumbai,couple,2,0,0,2,easy_going,67509,high,standard,no_restriction,no_preference,fastest,September,5,balanced_traveller,73,36,42,40,73,49,53,37,53,67,60,55,train
T000731,Chennai,friends,5,0,0,5,easy_going,82630,high,premium,wheelchair_friendly_preference,non_vegetarian,balanced,December,3,culture_traveller,45,77,49,55,52,17,30,34,74,87,63,73,train
T000732,Kochi,seniors,0,0,4,4,packed,49744,high,luxury,no_restriction,vegetarian,private_transport,January,1,senior_traveller,68,91,75,61,63,22,23,61,58,47,46,55,train
T000733,Kochi,family,4,1,0,5,easy_going,46425,medium,standard,no_restriction,no_preference,fastest,January,2,family_traveller,90,79,73,51,56,49,44,62,44,38,43,54,train
T000734,Indore,friends,4,0,0,4,packed,50598,medium,premium,no_restriction,no_preference,balanced,January,4,beach_traveller,74,16,90,87,33,45,42,35,31,98,53,31,train
T000735,Ahmedabad,friends,7,0,0,7,easy_going,218801,high,standard,no_restriction,no_preference,private_transport,May,7,beach_traveller,66,5,77,98,56,42,66,47,0,86,46,24,train
T000736,Chennai,family,3,3,0,6,balanced,101783,low,premium,no_restriction,non_vegetarian,lowest_cost,February,6,family_traveller,80,72,75,68,54,54,69,46,30,46,59,54,train
T000737,Jaipur,family,5,1,0,6,packed,78633,high,premium,no_restriction,vegetarian,public_transport,December,3,wellness_traveller,81,59,89,36,64,20,0,58,64,71,49,58,train
T000738,Nagpur,family,2,4,0,6,easy_going,61758,medium,budget,no_restriction,vegetarian,lowest_cost,December,4,family_traveller,88,86,75,59,47,37,49,56,63,58,67,45,train
T000739,Pune,solo,1,0,0,1,balanced,38264,medium,premium,no_restriction,no_preference,private_transport,December,3,beach_traveller,86,29,73,81,59,50,62,29,27,78,55,39,test
T000740,Kochi,seniors,1,0,4,5,balanced,91887,medium,standard,no_restriction,vegetarian,lowest_cost,January,6,senior_traveller,87,86,95,54,47,0,48,64,48,77,73,40,validation
T000741,Chennai,friends,4,0,0,4,balanced,63668,medium,standard,no_restriction,vegetarian,balanced,September,6,senior_traveller,83,82,91,50,51,3,25,51,46,47,63,43,train
T000742,Mumbai,couple,2,0,0,2,easy_going,12742,low,budget,no_restriction,vegan,lowest_cost,April,2,culture_traveller,73,91,57,65,65,21,22,58,75,76,48,69,test
T000743,Nagpur,couple,2,0,0,2,easy_going,19092,medium,budget,no_restriction,vegetarian,balanced,January,2,senior_traveller,66,84,86,72,74,31,12,44,63,47,74,36,train
T000744,Mumbai,couple,2,0,0,2,easy_going,88126,high,premium,no_restriction,no_preference,fastest,November,4,beach_traveller,55,0,76,74,49,52,49,47,4,88,71,16,train
T000745,Jaipur,family,5,1,0,6,packed,31485,medium,budget,no_restriction,non_vegetarian,private_transport,November,1,senior_traveller,69,70,94,26,78,68,87,69,85,35,15,36,test
T000746,Jaipur,friends,7,0,0,7,balanced,58856,high,budget,no_restriction,no_preference,balanced,February,1,adventure_traveller,69,49,84,48,84,50,78,72,26,30,89,23,validation
T000747,Jaipur,seniors,2,0,3,5,balanced,144697,high,standard,no_restriction,no_preference,public_transport,March,9,wellness_traveller,77,59,92,66,90,20,39,36,81,82,62,66,test
T000748,Indore,seniors,1,0,2,3,easy_going,23670,low,premium,no_restriction,vegetarian,private_transport,January,2,balanced_traveller,62,39,48,39,64,71,42,68,68,49,33,44,test
T000749,Nagpur,family,5,4,0,9,balanced,129055,low,luxury,no_restriction,vegetarian,balanced,November,4,family_traveller,64,82,78,33,40,50,57,69,61,68,57,48,validation
T000750,Jaipur,seniors,1,0,4,5,easy_going,67003,high,budget,reduced_walking,vegetarian,balanced,January,3,beach_traveller,7,73,22,18,0,2,40,54,57,45,45,75,validation
T000751,Delhi,solo,1,0,0,1,balanced,30441,low,premium,no_restriction,non_vegetarian,public_transport,November,4,food_traveller,83,79,59,56,41,24,65,77,79,73,30,66,test
T000752,Indore,solo,1,0,0,1,balanced,59604,medium,standard,no_restriction,no_preference,public_transport,December,10,wellness_traveller,74,41,74,71,92,19,26,56,42,83,73,61,test
T000753,Indore,couple,2,0,0,2,easy_going,15367,low,premium,no_restriction,non_vegetarian,private_transport,October,1,senior_traveller,79,87,89,66,68,43,25,70,62,34,55,46,train
T000754,Nagpur,couple,2,0,0,2,packed,30623,medium,standard,no_restriction,no_preference,private_transport,June,4,senior_traveller,81,66,75,55,48,12,53,53,60,59,64,51,train
T000755,Kolkata,solo,1,0,0,1,packed,20243,medium,budget,no_restriction,non_vegetarian,public_transport,January,6,culture_traveller,62,74,60,64,71,26,24,68,79,85,49,90,train
T000756,Bengaluru,family,2,2,0,4,balanced,16127,low,budget,no_restriction,jain,balanced,February,2,family_traveller,69,88,85,62,74,53,64,57,55,72,81,51,train
T000757,Kolkata,couple,2,0,0,2,packed,55182,low,premium,no_restriction,no_preference,public_transport,July,5,wellness_traveller,76,58,81,68,71,9,29,49,46,49,55,55,test
T000758,Pune,couple,2,0,0,2,easy_going,102063,high,luxury,no_restriction,no_preference,private_transport,November,3,balanced_traveller,75,54,60,48,69,67,77,74,56,94,73,63,train
T000759,Kochi,friends,7,0,0,7,balanced,23059,low,standard,no_restriction,vegetarian,fastest,May,1,adventure_traveller,46,76,79,74,67,82,61,4,66,99,41,24,train
T000760,Hyderabad,solo,1,0,0,1,packed,18730,low,standard,no_restriction,non_vegetarian,private_transport,November,4,food_traveller,89,75,64,59,64,35,51,76,36,32,17,55,train
T000761,Delhi,solo,1,0,0,1,easy_going,10598,medium,budget,no_restriction,non_vegetarian,lowest_cost,November,3,family_traveller,76,85,81,44,53,41,70,75,52,49,69,71,train
T000762,Indore,family,2,1,0,3,easy_going,23743,low,standard,no_restriction,no_preference,lowest_cost,March,2,senior_traveller,77,100,89,49,26,28,20,62,54,43,51,65,train
T000763,Mumbai,couple,2,0,0,2,packed,32689,low,budget,no_restriction,no_preference,public_transport,March,7,adventure_traveller,35,72,89,86,16,79,41,34,69,85,42,39,train
T000764,Chennai,couple,2,0,0,2,balanced,10204,medium,budget,no_restriction,non_vegetarian,balanced,December,1,food_traveller,83,67,66,39,57,18,39,84,82,53,29,85,test
T000765,Indore,couple,2,0,0,2,easy_going,25555,medium,standard,no_restriction,no_preference,private_transport,June,2,food_traveller,78,76,56,50,45,20,61,78,73,57,8,43,train
T000766,Chennai,couple,2,0,0,2,balanced,22255,medium,budget,no_restriction,no_preference,balanced,May,3,family_traveller,12,31,90,21,72,16,61,58,62,28,16,88,test
T000767,Kolkata,seniors,2,0,1,3,balanced,45232,high,budget,no_restriction,no_preference,lowest_cost,December,4,family_traveller,73,82,90,74,43,38,57,70,61,65,40,50,validation
T000768,Jaipur,family,3,3,0,6,packed,24948,low,standard,no_restriction,no_preference,public_transport,January,1,family_traveller,100,83,88,51,38,74,43,61,62,57,47,55,train
T000769,Bengaluru,family,3,2,0,5,balanced,150622,medium,luxury,no_restriction,no_preference,public_transport,February,5,beach_traveller,82,23,76,83,25,56,70,64,23,87,70,38,test
T000770,Mumbai,solo,1,0,0,1,balanced,11149,medium,budget,no_restriction,non_vegetarian,lowest_cost,December,3,food_traveller,86,76,48,67,45,31,58,68,73,60,25,69,validation
T000771,Ahmedabad,family,5,1,0,6,easy_going,58452,low,standard,no_restriction,non_vegetarian,private_transport,January,5,nightlife_traveller,96,70,54,62,86,69,83,100,21,63,45,0,train
T000772,Bengaluru,seniors,0,0,1,1,packed,51356,medium,standard,wheelchair_friendly_preference,no_preference,public_transport,November,8,senior_traveller,83,93,82,49,44,18,30,73,57,71,54,47,train
T000773,Hyderabad,friends,4,0,0,4,easy_going,29706,low,luxury,no_restriction,no_preference,balanced,November,1,senior_traveller,92,92,82,51,55,7,19,56,77,64,85,31,train
T000774,Indore,seniors,1,0,2,3,packed,25245,medium,standard,no_restriction,non_vegetarian,balanced,January,2,senior_traveller,75,79,84,74,68,4,32,62,49,59,63,57,validation
T000775,Bengaluru,seniors,1,0,3,4,packed,72261,medium,budget,reduced_walking,non_vegetarian,balanced,January,8,balanced_traveller,69,78,77,52,46,24,52,78,47,54,50,61,train
T000776,Delhi,family,5,4,0,9,balanced,56435,medium,budget,no_restriction,non_vegetarian,public_transport,August,1,beach_traveller,72,35,74,88,45,57,64,46,30,77,50,29,train
T000777,Ahmedabad,solo,1,0,0,1,packed,39171,medium,luxury,no_restriction,no_preference,fastest,November,2,food_traveller,86,69,17,97,95,22,64,66,0,68,22,90,train
T000778,Kochi,solo,1,0,0,1,packed,18953,low,standard,no_restriction,vegetarian,lowest_cost,December,4,wellness_traveller,80,58,86,60,84,5,25,63,65,48,67,41,train
T000779,Nagpur,couple,2,0,0,2,packed,14173,low,premium,no_restriction,no_preference,private_transport,March,1,nightlife_traveller,86,68,38,72,71,56,81,57,3,63,71,29,validation
T000780,Indore,couple,2,0,0,2,balanced,24006,high,standard,no_restriction,no_preference,lowest_cost,March,2,food_traveller,81,82,29,38,52,9,54,93,56,41,9,77,train
T000781,Indore,friends,6,0,0,6,easy_going,53187,low,luxury,no_restriction,no_preference,lowest_cost,February,3,beach_traveller,61,25,100,88,67,57,51,73,28,75,62,30,test
T000782,Delhi,friends,8,0,0,8,easy_going,200057,high,premium,no_restriction,no_preference,fastest,December,5,nightlife_traveller,71,52,65,66,60,63,92,82,37,48,56,13,train
T000783,Chennai,family,2,4,0,6,packed,238346,medium,luxury,no_restriction,vegetarian,lowest_cost,January,7,beach_traveller,38,3,83,89,57,90,45,62,36,90,64,33,train
T000784,Nagpur,couple,2,0,0,2,easy_going,105843,low,luxury,no_restriction,no_preference,private_transport,November,6,family_traveller,83,73,91,81,54,55,59,43,48,78,55,46,train
T000785,Kochi,couple,2,0,0,2,balanced,37916,low,standard,no_restriction,vegetarian,public_transport,March,6,senior_traveller,86,84,82,57,59,24,34,62,54,46,51,60,train
T000786,Kochi,friends,7,0,0,7,balanced,79664,high,premium,no_restriction,no_preference,private_transport,December,1,beach_traveller,41,38,78,95,40,60,54,33,28,66,53,34,validation
T000787,Jaipur,family,4,1,0,5,packed,41168,medium,premium,no_restriction,no_preference,fastest,December,2,nightlife_traveller,91,75,40,98,72,82,94,3,77,38,86,87,train
T000788,Chennai,family,2,4,0,6,easy_going,81696,high,budget,no_restriction,jain,fastest,February,5,wellness_traveller,76,52,81,73,75,7,23,65,48,65,73,71,train
T000789,Nagpur,couple,2,0,0,2,easy_going,24410,medium,budget,no_restriction,no_preference,balanced,January,3,senior_traveller,99,85,79,43,71,19,0,57,45,51,57,46,train
T000790,Kolkata,friends,7,0,0,7,balanced,59813,medium,standard,no_restriction,no_preference,private_transport,January,3,family_traveller,85,82,81,44,67,56,74,67,49,71,26,80,validation
T000791,Chennai,seniors,2,0,1,3,easy_going,32697,medium,standard,no_restriction,no_preference,balanced,September,4,wellness_traveller,85,54,69,54,88,27,16,39,64,62,67,53,train
T000792,Kochi,couple,2,0,0,2,easy_going,15604,low,budget,no_restriction,no_preference,public_transport,March,4,family_traveller,97,90,84,75,47,86,51,81,80,35,74,53,train
T000793,Nagpur,friends,3,0,0,3,balanced,61222,medium,premium,no_restriction,non_vegetarian,balanced,December,4,beach_traveller,96,40,65,12,22,45,67,29,88,78,55,45,test
T000794,Jaipur,family,5,1,1,7,easy_going,90367,high,budget,no_restriction,non_vegetarian,lowest_cost,November,4,balanced_traveller,59,63,79,45,54,34,63,67,45,74,48,52,train
T000795,Ahmedabad,seniors,1,0,3,4,packed,64661,medium,standard,no_restriction,non_vegetarian,public_transport,October,7,family_traveller,76,84,76,87,84,55,63,57,52,58,56,38,train
T000796,Chennai,couple,2,0,0,2,balanced,26998,low,standard,no_restriction,vegan,balanced,February,4,senior_traveller,84,99,75,43,61,24,24,59,49,39,60,41,train
T000797,Pune,seniors,0,0,4,4,easy_going,36889,low,standard,no_restriction,non_vegetarian,fastest,December,5,senior_traveller,88,86,88,66,75,19,26,48,45,78,47,64,test
T000798,Mumbai,seniors,0,0,4,4,easy_going,123139,low,luxury,wheelchair_friendly_preference,vegetarian,private_transport,February,7,senior_traveller,81,100,85,65,44,4,30,53,71,58,99,51,train
T000799,Kochi,friends,5,0,0,5,balanced,60380,medium,premium,no_restriction,no_preference,balanced,October,2,beach_traveller,70,3,75,80,72,70,66,56,35,81,65,33,train
T000800,Bengaluru,solo,1,0,0,1,easy_going,12645,high,standard,no_restriction,vegetarian,private_transport,January,1,wellness_traveller,73,59,84,51,98,25,34,39,39,62,79,44,train
T000801,Chennai,solo,1,0,0,1,balanced,16868,medium,standard,no_restriction,non_vegetarian,fastest,October,2,adventure_traveller,65,57,80,76,59,94,70,16,63,73,65,9,train
T000802,Bengaluru,family,2,3,0,5,balanced,31735,medium,luxury,no_restriction,vegetarian,fastest,October,1,family_traveller,96,72,87,56,51,69,39,28,59,55,40,36,train
T000803,Kolkata,solo,1,0,0,1,balanced,8620,low,standard,no_restriction,no_preference,public_transport,November,2,balanced_traveller,68,68,52,63,47,53,44,47,54,51,47,41,validation
T000804,Bengaluru,couple,2,0,0,2,packed,76232,medium,luxury,no_restriction,no_preference,balanced,December,3,balanced_traveller,55,87,52,68,78,65,48,41,65,76,63,71,validation
T000805,Kolkata,seniors,2,0,1,3,balanced,45262,medium,standard,no_restriction,non_vegetarian,balanced,December,4,adventure_traveller,52,47,90,90,63,71,55,2,55,87,68,26,train
T000806,Jaipur,family,2,4,0,6,balanced,41129,high,budget,no_restriction,vegetarian,fastest,December,1,family_traveller,78,91,77,44,61,54,66,44,59,86,54,59,train
T000807,Ahmedabad,friends,5,0,0,5,easy_going,112022,medium,premium,no_restriction,vegetarian,private_transport,October,5,senior_traveller,83,87,91,52,69,37,43,63,58,51,39,53,test
T000808,Bengaluru,family,2,2,1,5,packed,60253,medium,premium,no_restriction,jain,fastest,November,2,family_traveller,81,78,99,78,69,45,80,64,45,57,68,49,train
T000809,Nagpur,family,4,3,0,7,easy_going,30121,low,luxury,no_restriction,vegan,lowest_cost,November,1,family_traveller,67,80,75,63,53,56,48,77,41,52,58,53,validation
T000810,Kochi,family,5,4,0,9,packed,168090,high,standard,no_restriction,no_preference,balanced,January,5,family_traveller,76,90,81,58,30,68,48,70,58,50,36,83,train
T000811,Indore,friends,7,0,0,7,balanced,42535,low,standard,no_restriction,no_preference,lowest_cost,March,4,culture_traveller,23,65,40,68,66,60,15,28,37,82,68,64,train
T000812,Mumbai,solo,1,0,0,1,easy_going,49528,medium,standard,no_restriction,non_vegetarian,lowest_cost,March,9,food_traveller,80,78,43,40,47,3,76,69,58,62,24,62,train
T000813,Kolkata,family,4,1,0,5,packed,46376,high,premium,no_restriction,vegetarian,lowest_cost,November,1,family_traveller,95,93,89,41,56,60,55,56,75,47,66,60,train
T000814,Hyderabad,couple,2,0,0,2,packed,123181,medium,premium,no_restriction,non_vegetarian,balanced,February,12,senior_traveller,18,41,59,0,57,37,63,90,44,55,46,11,test
T000815,Bengaluru,friends,6,0,0,6,packed,46616,low,budget,no_restriction,no_preference,private_transport,March,4,wellness_traveller,80,56,86,54,81,14,33,39,51,34,44,60,train
T000816,Kolkata,family,4,1,0,5,packed,29259,low,standard,no_restriction,vegetarian,balanced,February,3,family_traveller,94,41,49,37,98,79,9,60,48,79,99,74,test
T000817,Pune,friends,3,0,0,3,packed,46528,high,standard,no_restriction,vegetarian,private_transport,December,3,senior_traveller,84,87,83,61,56,0,41,52,49,73,68,60,train
T000818,Nagpur,couple,2,0,0,2,balanced,31102,high,budget,no_restriction,jain,lowest_cost,October,4,senior_traveller,73,77,64,69,61,24,23,32,45,51,48,53,train
T000819,Kochi,friends,5,0,0,5,easy_going,53493,low,luxury,no_restriction,vegetarian,balanced,November,3,family_traveller,83,82,74,63,72,49,48,47,36,81,51,46,train
T000820,Kochi,family,3,2,1,6,easy_going,157991,medium,luxury,no_restriction,non_vegetarian,private_transport,September,7,senior_traveller,14,35,11,75,50,41,72,29,87,65,34,53,train
T000821,Indore,seniors,1,0,2,3,balanced,24728,low,standard,no_restriction,vegetarian,fastest,November,3,nightlife_traveller,41,19,16,71,3,96,44,48,29,8,58,34,validation
T000822,Indore,family,2,4,0,6,packed,206149,medium,luxury,no_restriction,non_vegetarian,lowest_cost,January,10,wellness_traveller,78,49,88,47,64,20,16,49,67,24,75,69,train
T000823,Indore,family,2,4,0,6,packed,64950,high,premium,no_restriction,no_preference,public_transport,December,2,family_traveller,78,80,88,35,40,48,58,66,76,53,66,65,test
T000824,Indore,friends,3,0,0,3,balanced,17816,low,standard,no_restriction,vegetarian,lowest_cost,October,3,beach_traveller,44,22,81,75,53,38,58,40,33,81,50,35,train
T000825,Chennai,friends,7,0,0,7,packed,78772,low,premium,no_restriction,no_preference,fastest,December,5,wellness_traveller,83,43,78,36,78,12,32,56,58,56,31,33,train
T000826,Pune,couple,2,0,0,2,easy_going,35048,high,standard,no_restriction,jain,private_transport,August,3,beach_traveller,56,35,72,76,31,58,64,26,22,86,63,4,test
T000827,Kochi,family,4,4,0,8,easy_going,70775,low,standard,no_restriction,non_vegetarian,fastest,December,5,beach_traveller,98,17,33,50,37,9,19,49,43,79,31,94,train
